Major,Year,Term,Course Code,Course Name,Hours
Physics,Third Year,First Semester,MATH 257,MATH 257,3
Physics,Third Year,Second Semester,,Free elective course,3
Physics,Third Year,First Semester,,Track elective course,3
Physics,Third Year,Second Semester,,Free elective course,3
Physics,Third Year,First Semester,,Track elective course,4
Physics,Third Year,Second Semester,,Track elective course,3
Physics,Third Year,First Semester,,General Education (Advanced Composition) course,3
Physics,Third Year,Second Semester,,Free elective course,4
Physics,Fourth Year,First Semester,,Track elective course,4
Physics,Fourth Year,Second Semester,,Track elective course,3
Physics,Fourth Year,First Semester,,Language Other Than English (3rd level) course,4
Physics,Fourth Year,Second Semester,,Free elective course,4
Physics,Fourth Year,First Semester,,Free elective course,4
Physics,Fourth Year,Second Semester,,Free elective course,4
Physics,Fourth Year,First Semester,,Free elective course,4
Physics,Fourth Year,Second Semester,,Free elective course,4
Plant Biotechnology,First Year,First Semester,CPSC 102,CPSC 102,2
Plant Biotechnology,First Year,Second Semester,CMN 101,CMN 101,3
Plant Biotechnology,First Year,First Semester,CPSC 112,CPSC 112,4
Plant Biotechnology,First Year,Second Semester,CPSC 261,CPSC 261,3
Plant Biotechnology,First Year,First Semester,CHEM 102,CHEM 102,3
Plant Biotechnology,First Year,Second Semester,MATH 234,MATH 234,4
Plant Biotechnology,First Year,First Semester,CHEM 103,CHEM 103,1
Plant Biotechnology,First Year,Second Semester,CHEM 104,CHEM 104,3
Plant Biotechnology,First Year,First Semester,RHET 105,RHET 105,4
Plant Biotechnology,First Year,Second Semester,CHEM 105,CHEM 105,1
Plant Biotechnology,First Year,First Semester,ACES 101,ACES 101,2
Plant Biotechnology,Second Year,First Semester,,"Advanced Elective CPSC, PLPA or HORT course",4
Plant Biotechnology,Second Year,Second Semester,CPSC 241,CPSC 241,3
Plant Biotechnology,Second Year,First Semester,ACE 100,ACE 100,4
Plant Biotechnology,Second Year,Second Semester,CPSC 265,CPSC 265,3
Plant Biotechnology,Second Year,First Semester,,Language Other than English (3rd level),4
Plant Biotechnology,Second Year,Second Semester,IB 103,IB 103,4
Plant Biotechnology,Second Year,First Semester,CPSC 270,CPSC 270,3
Plant Biotechnology,Second Year,Second Semester,,General Education course,3
Plant Biotechnology,Second Year,First Semester,,Plant Protection and Data Analysis course,3
Plant Biotechnology,Third Year,First Semester,CPSC 382,CPSC 382,4
Plant Biotechnology,Third Year,Second Semester,IB 150,IB 150,4
Plant Biotechnology,Third Year,First Semester,CPSC 352,CPSC 352,
Plant Biotechnology,Third Year,Second Semester,,General Education course,3
Plant Biotechnology,Third Year,First Semester,,Internship or Research course,3
Plant Biotechnology,Third Year,Second Semester,,General Education course,3
Plant Biotechnology,Third Year,First Semester,,General Education course,3
Plant Biotechnology,Third Year,Second Semester,,Free Elective course,3
Plant Biotechnology,Third Year,First Semester,,Plant Protection and Data Analysis course,3
Plant Biotechnology,Third Year,Second Semester,CPSC 266,CPSC 266,4
Plant Biotechnology,Third Year,First Semester,,Free Elective course,3
Plant Biotechnology,Fourth Year,First Semester,CPSC 498,CPSC 498,1
Plant Biotechnology,Fourth Year,Second Semester,MCB 450,MCB 450,3
Plant Biotechnology,Fourth Year,First Semester,CPSC 452,CPSC 452,3
Plant Biotechnology,Fourth Year,Second Semester,,General Education course,3
Plant Biotechnology,Fourth Year,First Semester,,"Advanced Elective CPSC, PLPA or HORT course",4
Plant Biotechnology,Fourth Year,Second Semester,,General Education course,3
Plant Biotechnology,Fourth Year,First Semester,,General Education course,3
Plant Biotechnology,Fourth Year,Second Semester,,Free Elective course,3
Plant Biotechnology,Fourth Year,First Semester,,Free Elective course,3
Plant Biotechnology,Fourth Year,Second Semester,,Free Elective course,3
Plant Biotechnology,Fourth Year,First Semester,,Free Elective course,3
"Recreation, Sport, & Tourism",First Year,First Semester,RHET 105,RHET 105,4
"Recreation, Sport, & Tourism",First Year,Second Semester,CMN 101,CMN 101,3
"Recreation, Sport, & Tourism",First Year,First Semester,RST 100,RST 100,3
"Recreation, Sport, & Tourism",First Year,Second Semester,RST 255,RST 255,2
"Recreation, Sport, & Tourism",First Year,First Semester,RST 101,RST 101,1
"Recreation, Sport, & Tourism",First Year,Second Semester,,RST elective,3
"Recreation, Sport, & Tourism",First Year,First Semester,RST 200,RST 200,2
"Recreation, Sport, & Tourism",First Year,Second Semester,,Concentration Specific course #1,3
"Recreation, Sport, & Tourism",First Year,First Semester,RST 210,RST 210,3
"Recreation, Sport, & Tourism",First Year,Second Semester,,General Education course,3
"Recreation, Sport, & Tourism",First Year,First Semester,,General Education course,3
"Recreation, Sport, & Tourism",First Year,Second Semester,,Free Elective course,3
"Recreation, Sport, & Tourism",Second Year,First Semester,RST 340,RST 340,3
"Recreation, Sport, & Tourism",Second Year,Second Semester,RST 240,RST 240,3
"Recreation, Sport, & Tourism",Second Year,First Semester,,RST elective,3
"Recreation, Sport, & Tourism",Second Year,Second Semester,RST 325,RST 325,3
"Recreation, Sport, & Tourism",Second Year,First Semester,,RST elective,3
"Recreation, Sport, & Tourism",Second Year,Second Semester,,General Education course,3
"Recreation, Sport, & Tourism",Second Year,First Semester,,General Education course,3
"Recreation, Sport, & Tourism",Second Year,Second Semester,,General Education course,3
"Recreation, Sport, & Tourism",Second Year,First Semester,,Language Other Than English (3rd level),4
"Recreation, Sport, & Tourism",Second Year,Second Semester,,Free Elective course,3
"Recreation, Sport, & Tourism",Second Year,First Semester,,Free Elective course,1
"Recreation, Sport, & Tourism",Second Year,Second Semester,,Free Elective course,2
"Recreation, Sport, & Tourism",Third Year,First Semester,RST 440,RST 440,3
"Recreation, Sport, & Tourism",Third Year,Second Semester,RST 410,RST 410,3
"Recreation, Sport, & Tourism",Third Year,First Semester,RST 370,RST 370,3
"Recreation, Sport, & Tourism",Third Year,Second Semester,RST 465,RST 465,3
"Recreation, Sport, & Tourism",Third Year,First Semester,RST 460,RST 460,3
"Recreation, Sport, & Tourism",Third Year,Second Semester,,Concentration Specific course #3,3
"Recreation, Sport, & Tourism",Third Year,First Semester,,Concentration Specific course #2,3
"Recreation, Sport, & Tourism",Third Year,Second Semester,RST 480,RST 480,1
"Recreation, Sport, & Tourism",Third Year,First Semester,,General Education course,3
"Recreation, Sport, & Tourism",Third Year,Second Semester,,General Education course,3
"Recreation, Sport, & Tourism",Third Year,First Semester,,Free Elective course,2
"Recreation, Sport, & Tourism",Third Year,Second Semester,,Free Elective course,3
"Recreation, Sport, & Tourism",Fourth Year,First Semester,RST 429,RST 429,4
"Recreation, Sport, & Tourism",Fourth Year,Second Semester,RST 485,RST 485,12
"Recreation, Sport, & Tourism",Fourth Year,First Semester,,RST elective,3
"Recreation, Sport, & Tourism",Fourth Year,First Semester,,General Education course,3
"Recreation, Sport, & Tourism",Fourth Year,First Semester,,General Education course,3
"Recreation, Sport, & Tourism",Fourth Year,First Semester,,Free Elective course,3
Special Education,First Year,First Semester,EDUC 101,EDUC 101,1
Special Education,First Year,Second Semester,,Composition I or General Education course,3
Special Education,First Year,First Semester,EDUC 201,EDUC 201,3
Special Education,First Year,Second Semester,PSYC 100,PSYC 100,4
Special Education,First Year,First Semester,,Composition I or General Education course,4
Special Education,First Year,Second Semester,SPED 117,SPED 117,3
Special Education,First Year,First Semester,,Language Other Than English (3rd level) or General Education course,4
Special Education,First Year,Second Semester,,General Education course,3
Special Education,First Year,First Semester,,General Education course,3
Special Education,First Year,Second Semester,,General Education course (Humanities & Arts with a Cultural Studies; Western or Non-Western designation),3
Special Education,Second Year,First Semester,EDUC 202,EDUC 202,3
Special Education,Second Year,Second Semester,CI 415,CI 415,3
Special Education,Second Year,First Semester,EPSY 201,EPSY 201,3
Special Education,Second Year,Second Semester,SPED 410,SPED 410,4
Special Education,Second Year,First Semester,HK 262,HK 262,3
Special Education,Second Year,Second Semester,SPED 412,SPED 412,4
Special Education,Second Year,First Semester,SHS 320,SHS 320,3
Special Education,Second Year,Second Semester,SPED 438,SPED 438,4
Special Education,Second Year,First Semester,,General Education course,3
Special Education,Third Year,First Semester,CI 431,CI 431,4
Special Education,Third Year,Second Semester,EDPR 250,EDPR 250,2
Special Education,Third Year,First Semester,CI 475,CI 475,4
Special Education,Third Year,Second Semester,SPED 442,SPED 442,4
Special Education,Third Year,First Semester,EDPR 250,EDPR 250,2
Special Education,Third Year,Second Semester,SPED 452,SPED 452,4
Special Education,Third Year,First Semester,SPED 418,SPED 418,3
Special Education,Third Year,Second Semester,SPED 462,SPED 462,3
Special Education,Third Year,First Semester,SPED 470,SPED 470,3
Special Education,Third Year,Second Semester,SPED 471,SPED 471,3
Special Education,Fourth Year,First Semester,EDPR 420,EDPR 420,6
Special Education,Fourth Year,Second Semester,SPED 426,SPED 426,3
Special Education,Fourth Year,First Semester,SPED 442,SPED 442,4
Special Education,Fourth Year,Second Semester,EDPR 420,EDPR 420,12
Special Education,Fourth Year,First Semester,SPED 444,SPED 444,3
Special Education,Fourth Year,First Semester,SPED 452,SPED 452,4
Speech & Hearing Science,First Year,Fall Semester,SHS 170,SHS 170,3
Speech & Hearing Science,First Year,Spring Semester,SHS 200,SHS 200,3
Speech & Hearing Science,First Year,Fall Semester,SHS 191,SHS 191,1
Speech & Hearing Science,First Year,Spring Semester,,Language Other than English (3rd level),3
Speech & Hearing Science,First Year,Fall Semester,,Composition I or General Education Course,3
Speech & Hearing Science,First Year,Spring Semester,,Composition I or General Education Course,3
Speech & Hearing Science,First Year,Fall Semester,,General Education Course,3
Speech & Hearing Science,First Year,Spring Semester,,General Education Course,3
Speech & Hearing Science,First Year,Fall Semester,,General Education Course,3
Speech & Hearing Science,First Year,Spring Semester,,General Education Course,3
Speech & Hearing Science,First Year,Fall Semester,,Elective,3
Speech & Hearing Science,First Year,Spring Semester,,Elective,1
Speech & Hearing Science,Second Year,Fall Semester,SHS 320,SHS 320,3
Speech & Hearing Science,Second Year,Spring Semester,SHS 240,SHS 240,3
Speech & Hearing Science,Second Year,Fall Semester,,SHS Concentration,3
Speech & Hearing Science,Second Year,Spring Semester,,SHS Concentration,3
Speech & Hearing Science,Second Year,Fall Semester,,General Education Course - choose Natural Science & Technology course from departmental list,3
Speech & Hearing Science,Second Year,Spring Semester,,General Education Course - choose Quantitative  Reasoning I course from departmental list,3
Speech & Hearing Science,Second Year,Fall Semester,,General Education Course,3
Speech & Hearing Science,Second Year,Spring Semester,,General Education course,3
Speech & Hearing Science,Second Year,Fall Semester,,General Education Course,3
Speech & Hearing Science,Second Year,Spring Semester,,Elective,3
Speech & Hearing Science,Second Year,Fall Semester,,Elective,1
Speech & Hearing Science,Second Year,Spring Semester,,Elective,1
Speech & Hearing Science,Third Year,Fall Semester,SHS 300,SHS 300,4
Speech & Hearing Science,Third Year,Spring Semester,SHS 301,SHS 301,4
Speech & Hearing Science,Third Year,Fall Semester,SHS 450,SHS 450,4
Speech & Hearing Science,Third Year,Spring Semester,SHS 385,SHS 385,3
Speech & Hearing Science,Third Year,Fall Semester,,General Education course,3
Speech & Hearing Science,Third Year,Spring Semester,,SHS Concentration,3
Speech & Hearing Science,Third Year,Fall Semester,,Elective,3
Speech & Hearing Science,Third Year,Spring Semester,,General Education Course,3
Speech & Hearing Science,Third Year,Fall Semester,,Elective,2
Speech & Hearing Science,Third Year,Spring Semester,,Elective,3
Speech & Hearing Science,Fourth Year,Fall Semester,,SHS Concentration,3
Speech & Hearing Science,Fourth Year,Spring Semester,,SHS Concentration,3
